station,lines,exit_no,lat,lng
동대문역,1;4,2,37.57005,127.0094
동대문역,1;4,2,37.57005,127.0094
동대문역,1;4,2,37.572034,127.011745
동대문역,1;4,2,37.572034,127.011745
동대문역,1;4,3,37.569493,127.009799
동대문역,1;4,3,37.572092,127.012067
동대문역,1;4,3,37.572092,127.012067
동대문역,1;4,4,37.569493,127.00967
동대문역,1;4,4,37.571856,127.012123
동대문역,1;4,4,37.571856,127.012123
동대문역,1;4,5,37.57179,127.01185
동대문역,1;4,5,37.57179,127.01185
동대문역,1;4,6,37.571219,127.010487
동대문역,1;4,6,37.571219,127.010487
동대문역,1;4,7,37.570849,127.010131
동대문역,1;4,7,37.570849,127.010131
동대문역,1;4,8,37.570325,127.009286
동대문역,1;4,8,37.570325,127.009286
동대문역,1;4,9,37.570889,127.008797
동대문역,1;4,9,37.570889,127.008797
동대문역사문화공원역,2;4;5,,37.564277,127.007135
동대문역사문화공원역,2;4;5,,37.565261,127.008123
동대문역사문화공원역,2;4;5,,37.565876,127.008157
동대문역사문화공원역,2;4;5,1,37.565747,127.009184
동대문역사문화공원역,2;4;5,1,37.565747,127.009184
동대문역사문화공원역,2;4;5,1,37.565747,127.009184
동대문역사문화공원역,2;4;5,10,37.565612,127.008043
동대문역사문화공원역,2;4;5,10,37.565612,127.008043
동대문역사문화공원역,2;4;5,10,37.565612,127.008043
동대문역사문화공원역,2;4;5,11,37.565742,127.007442
동대문역사문화공원역,2;4;5,11,37.565742,127.007442
동대문역사문화공원역,2;4;5,11,37.565742,127.007442
동대문역사문화공원역,2;4;5,12,37.566006,127.007304
동대문역사문화공원역,2;4;5,12,37.566006,127.007304
동대문역사문화공원역,2;4;5,12,37.566006,127.007304
동대문역사문화공원역,2;4;5,13,37.566197,127.007502
동대문역사문화공원역,2;4;5,13,37.566197,127.007502
동대문역사문화공원역,2;4;5,13,37.566197,127.007502
동대문역사문화공원역,2;4;5,14,37.566452,127.007807
동대문역사문화공원역,2;4;5,14,37.566452,127.007807
동대문역사문화공원역,2;4;5,14,37.566452,127.007807
동대문역사문화공원역,2;4;5,2,37.565385,127.010418
동대문역사문화공원역,2;4;5,2,37.565385,127.010418
동대문역사문화공원역,2;4;5,3,37.564869,127.010444
동대문역사문화공원역,2;4;5,3,37.564869,127.010444
동대문역사문화공원역,2;4;5,3,37.564869,127.010444
동대문역사문화공원역,2;4;5,4,37.564375,127.00781
동대문역사문화공원역,2;4;5,4,37.564375,127.00781
동대문역사문화공원역,2;4;5,4,37.564375,127.00781
동대문역사문화공원역,2;4;5,5,37.564121,127.006361
동대문역사문화공원역,2;4;5,5,37.564121,127.006361
동대문역사문화공원역,2;4;5,5,37.564121,127.006361
동대문역사문화공원역,2;4;5,7,37.564831,127.00426
동대문역사문화공원역,2;4;5,8,37.565098,127.007262
동대문역사문화공원역,2;4;5,8,37.565098,127.007262
동대문역사문화공원역,2;4;5,8,37.565098,127.007262
동대문역사문화공원역,2;4;5,9,37.565459,127.007619
동대문역사문화공원역,2;4;5,9,37.565459,127.007619
동대문역사문화공원역,2;4;5,9,37.565459,127.007619
동대신역,1,,35.110345,129.017761
동대신역,1,1,35.111233,129.017443
동대신역,1,2,35.111371,129.017035
동대신역,1,3,35.110794,129.017679
동대신역,1,4,35.110694,129.017396
동대신역,1,5,35.1104,129.01788
동대신역,1,6,35.110308,129.017607
동대신역,1,7,35.109874,129.018149
동대신역,1,8,35.10978,129.01787
동대입구역,3,,37.559061,127.005727
동대입구역,3,1,37.559182,127.004965
동대입구역,3,2,37.559293,127.005303
동대입구역,3,3,37.559271,127.006302
동대입구역,3,4,37.559069,127.006656
동대입구역,3,5,37.558678,127.006385
동대입구역,3,6,37.558866,127.005019
동래역,동해,,35.197251,129.091145
동래역,1,,35.204651,129.07736
동래역,1,,35.205676,129.078485
동래역,동해,1,35.197438,129.091303
동래역,1,1,35.205093,129.07837
동래역,1,1,35.205093,129.07837
동래역,동해,2,35.196997,129.091198
동래역,1,2,35.205102,129.078641
동래역,1,2,35.205102,129.078641
동래역,동해,3,35.197378,129.090621
동래역,1,3,35.205987,129.078356
동래역,1,3,35.205987,129.078356
동래역,1,4,35.205992,129.078624
동래역,1,4,35.205992,129.078624
동래역,1,5,35.204993,129.076778
동래역,1,5,35.204993,129.076778
동래역,1,6,35.204863,129.076701
동래역,1,6,35.204863,129.076701
동래역,1,7,35.204826,129.077745
동래역,1,7,35.204826,129.077745
동래역,1,8,35.204442,129.077606
동래역,1,8,35.204442,129.077606
동막역,인천1,,37.398623,126.673541
동막역,인천1,1,37.398674,126.673878
동막역,인천1,2,37.398042,126.673183
동막역,인천1,3,37.398273,126.672805
동막역,인천1,4,37.398842,126.67346
동매역,1,,35.08977,128.973268
동매역,1,1,35.089593,128.974237
동매역,1,2,35.089879,128.974252
동매역,1,3,35.08944,128.973109
동매역,1,4,35.090178,128.973106
동매역,1,5,35.089442,128.972876
동매역,1,6,35.089933,128.972797
동묘앞역,1;6,,37.572342,127.015659
동묘앞역,1;6,,37.573508,127.017434
동묘앞역,1;6,1,37.573301,127.016187
동묘앞역,1;6,1,37.573301,127.016187
동묘앞역,1;6,10,37.573369,127.015763
동묘앞역,1;6,10,37.573369,127.015763
동묘앞역,1;6,2,37.57368,127.01745
동묘앞역,1;6,2,37.57368,127.01745
동묘앞역,1;6,3,37.573278,127.017254
동묘앞역,1;6,3,37.573278,127.017254
동묘앞역,1;6,4,37.572927,127.015949
동묘앞역,1;6,4,37.572927,127.015949
동묘앞역,1;6,5,37.571663,127.015797
동묘앞역,1;6,5,37.571663,127.015797
동묘앞역,1;6,6,37.571689,127.015652
동묘앞역,1;6,6,37.571689,127.015652
동묘앞역,1;6,7,37.572727,127.015342
동묘앞역,1;6,7,37.572727,127.015342
동묘앞역,1;6,8,37.573019,127.01524
동묘앞역,1;6,8,37.573019,127.01524
동묘앞역,1;6,9,37.573242,127.015501
동묘앞역,1;6,9,37.573242,127.015501
동백역,2,,35.161249,129.148093
동백역,,,35.2037,129.062624
동백역,2,1,35.161203,129.147941
동백역,2,2,35.161512,129.148102
동백역,2,3,35.161678,129.147036
동백역,2,4,35.161904,129.147387
동수역,인천1,,37.485422,126.718542
동수역,인천1,1,37.485478,126.718958
동수역,인천1,2,37.485148,126.718405
동수역,인천1,3,37.485445,126.718153
동수역,인천1,4,37.485707,126.718716
동암역,1,,37.471046,126.702877
동암역,1,1,37.470918,126.703139
동암역,1,2,37.471016,126.702614
동오역,U;의정부경전철: 발곡 → 차량기지임시승강장;의정부경전철: 차량기지임시승강장 → 탑석,,37.745235,127.056997
동오역,U;의정부경전철: 발곡 → 차량기지임시승강장;의정부경전철: 차량기지임시승강장 → 탑석,1,37.744974,127.056665
동오역,U;의정부경전철: 발곡 → 차량기지임시승강장;의정부경전철: 차량기지임시승강장 → 탑석,2,37.74549,127.056034
동오역,U;의정부경전철: 발곡 → 차량기지임시승강장;의정부경전철: 차량기지임시승강장 → 탑석,2,37.745491,127.055966
동원역,2,,35.258615,129.012433
동원역,2,1,35.257949,129.012722
동원역,2,2,35.258571,129.012536
동의대역,2,,35.153965,129.032142
동의대역,2,1,35.153966,129.033285
동의대역,2,2,35.154352,129.033186
동의대역,2,3,35.153681,129.032467
동의대역,2,4,35.154386,129.032531
동의대역,2,5,35.153574,129.032015
동의대역,2,6,35.154517,129.031781
동의대역,2,7,35.153668,129.031644
동의대역,2,8,35.154052,129.031452
동인천역,1,,37.475129,126.633057
동인천역,1,1,37.475068,126.632557
동인천역,1,2,37.475579,126.631648
동인천역,1,3,37.475719,126.631492
동인천역,1,4,37.476093,126.63221
동작역,4;9,,37.502971,126.978203
동작역,4;9,,37.503108,126.980348
동작역,4;9,1,37.502933,126.980771
동작역,4;9,1,37.502933,126.980771
동작역,4;9,2,37.503371,126.97882
동작역,4;9,2,37.503371,126.97882
동작역,4;9,3,37.501594,126.980686
동작역,4;9,3,37.501594,126.980686
동작역,4;9,4,37.501628,126.980259
동작역,4;9,4,37.501628,126.980259
동작역,4;9,5,37.503324,126.976998
동작역,4;9,5,37.503324,126.976998
동작역,4;9,6,37.503247,126.976639
동작역,4;9,7,37.503251,126.975998
동작역,4;9,8,37.503411,126.97584
동작역,4;9,9,37.504421,126.975645
동천역,신분당,,37.338098,127.102828
동천역,신분당,1,37.33777,127.103032
동천역,신분당,2,37.337738,127.102593
동천역,신분당,3,37.33858,127.102583
동춘역,인천1,,37.40482,126.680271
동춘역,인천1,1,37.405334,126.681098
동춘역,인천1,2,37.404964,126.680744
동춘역,인천1,3,37.404439,126.680172
동춘역,인천1,4,37.404681,126.679779
동춘역,인천1,5,37.405191,126.680289
동춘역,인천1,6,37.405634,126.680691
두실역,1,,35.25703,129.091393
두실역,1,1,35.25633,129.091247
두실역,1,1,35.256335,129.09123
두실역,1,2,35.256331,129.091561
두실역,1,2,35.256335,129.091552
두실역,1,3,35.256689,129.09123
두실역,1,3,35.256746,129.09124
두실역,1,4,35.256689,129.091529
두실역,1,4,35.256747,129.091555
두실역,1,5,35.257314,129.091234
두실역,1,5,35.257328,129.091235
두실역,1,6,35.257314,129.091548
두실역,1,6,35.257327,129.091536
두실역,1,7,35.257618,129.09123
두실역,1,7,35.25773,129.091227
두실역,1,8,35.25762,129.09153
두실역,1,8,35.257729,129.091541
둔촌동역,5,,37.527802,127.136243
둔촌동역,5,1,37.528072,127.13668
둔촌동역,5,2,37.527425,127.136457
둔촌동역,5,3,37.52753,127.135832
둔촌동역,5,4,37.528202,127.136109
둔촌오륜역,9,,37.519841,127.138418
둔촌오륜역,9,1,37.519682,127.138789
둔촌오륜역,9,2,37.519106,127.138386
등구역,BGL,,35.196159,128.9635
등구역,BGL,1,35.195717,128.963315
등구역,BGL,2,35.195727,128.963694
등촌역,9,,37.551152,126.864574
등촌역,9,1,37.55159,126.864131
등촌역,9,2,37.551223,126.865064
등촌역,9,4,37.549604,126.867218
등촌역,9,5,37.55083,126.864679
등촌역,9,6,37.550691,126.864323
등촌역,9,7,37.550874,126.863957
등촌역,9,8,37.551292,126.86375
디지털미디어시티역,6,,37.576189,126.901456
디지털미디어시티역,6,,37.577396,126.898077
디지털미디어시티역,6,,37.577673,126.900077
디지털미디어시티역,6,1,37.577731,126.902436
디지털미디어시티역,6,1,37.577731,126.902436
디지털미디어시티역,6,2,37.575373,126.899985
디지털미디어시티역,6,2,37.575373,126.899985
디지털미디어시티역,6,2,37.575373,126.899985
디지털미디어시티역,6,3,37.575544,126.900245
디지털미디어시티역,6,3,37.575544,126.900245
디지털미디어시티역,6,3,37.575544,126.900245
디지털미디어시티역,6,4,37.577485,126.902236
디지털미디어시티역,6,4,37.577485,126.902236
디지털미디어시티역,6,5,37.578104,126.90209
디지털미디어시티역,6,5,37.578104,126.90209
디지털미디어시티역,6,6,37.578132,126.900269
디지털미디어시티역,6,6,37.578132,126.900269
디지털미디어시티역,6,6,37.578132,126.900269
디지털미디어시티역,6,7,37.576748,126.898813
디지털미디어시티역,6,7,37.576748,126.898813
디지털미디어시티역,6,7,37.576748,126.898813
디지털미디어시티역,6,8,37.577112,126.89798
디지털미디어시티역,6,8,37.577112,126.89798
디지털미디어시티역,6,9,37.577653,126.89711
디지털미디어시티역,6,9,37.577653,126.89711
뚝섬역,2,,37.547235,127.04741
뚝섬역,2,1,37.547656,127.046405
뚝섬역,2,2,37.547548,127.046822
뚝섬역,2,3,37.547127,127.048247
뚝섬역,2,4,37.546902,127.048971
뚝섬역,2,5,37.546674,127.048698
뚝섬역,2,6,37.546823,127.04808
뚝섬역,2,7,37.547276,127.046736
뚝섬역,2,8,37.547472,127.046317
마곡나루역,9,,37.566218,126.827917
마곡나루역,9,1,37.566961,126.82668
마곡나루역,9,2,37.566913,126.827491
마곡나루역,9,3,37.565722,126.828012
마곡나루역,9,4,37.564927,126.827905
마곡나루역,9,5,37.564974,126.82739
마곡나루역,9,6,37.565985,126.827454
마곡역,5,,37.560249,126.824746
마곡역,5,1,37.56018,126.824543
마곡역,5,2,37.560216,126.825647
마곡역,5,3,37.559882,126.827732
마곡역,5,4,37.559425,126.827593
마곡역,5,5,37.559087,126.827013
마곡역,5,6,37.559566,126.825762
마곡역,5,7,37.559614,126.824957
마두역,3,,37.652004,126.77776
마두역,3,1,37.651427,126.777908
마두역,3,2,37.651672,126.777318
마두역,3,3,37.651956,126.777166
마두역,3,4,37.652445,126.77728
마두역,3,5,37.652572,126.777644
마두역,3,6,37.652332,126.778284
마두역,3,7,37.652024,126.778466
마두역,3,8,37.651554,126.778257
마들역,7,,37.665038,127.057721
마들역,7,1,37.6661,127.057593
마들역,7,2,37.665795,127.057675
마들역,7,3,37.664877,127.057905
마들역,7,4,37.66429,127.058099
마들역,7,5,37.664251,127.057743
마들역,7,6,37.664967,127.057566
마들역,7,7,37.665742,127.057315
마들역,7,8,37.666028,127.057271
마산역,김포 골드라인,,37.6406,126.644238
마산역,김포 골드라인,1,37.64071,126.643075
마산역,김포 골드라인,2,37.640343,126.643161
마산역,김포 골드라인,3,37.640517,126.644015
마산역,김포 골드라인,4,37.640852,126.643758
마장역,5,,37.566098,127.042881
마장역,5,1,37.565809,127.04218
마장역,5,2,37.566173,127.042783
마장역,5,3,37.56593,127.043009
마장역,5,4,37.565565,127.042397
마전역,I2,,37.597566,126.667247
마전역,I2,1,37.597585,126.667473
마전역,I2,2,37.597364,126.667149
마전역,I2,3,37.59808,126.666531
마천역,5,,37.494953,127.152724
마천역,5,1,37.49466,127.152194
마천역,5,2,37.495441,127.153237
마포구청역,6,,37.563559,126.903364
마포구청역,6,1,37.564636,126.902564
마포구청역,6,2,37.564273,126.902879
마포구청역,6,3,37.563026,126.904696
마포구청역,6,4,37.562655,126.904355
마포구청역,6,5,37.562544,126.904084
마포구청역,6,6,37.562663,126.903363
마포구청역,6,7,37.562941,126.903197
마포구청역,6,8,37.564429,126.902291
마포역,5,,37.539637,126.945993
마포역,5,1,37.539552,126.94538
마포역,5,2,37.540005,126.946118
마포역,5,3,37.539807,126.946633
마포역,5,4,37.539264,126.945781
만덕역,3,,35.213008,129.036489
만덕역,3,1,35.212087,129.036457
만덕역,3,2,35.213174,129.036843
만덕역,3,3,35.212549,129.036292
만덕역,3,4,35.213304,129.036189
만수역,I2,,37.454968,126.731859
만수역,I2,1,37.455123,126.731435
만수역,I2,2,37.455063,126.732298
만수역,I2,3,37.454841,126.73229
만수역,I2,4,37.454902,126.731401
망미역,3,,35.171753,129.107523
망미역,3,1,35.171038,129.109563
망미역,3,2,35.171326,129.109655
망미역,3,3,35.171328,129.108684
망미역,3,4,35.171522,129.108783
망미역,3,5,35.171496,129.107973
망미역,3,6,35.171678,129.108038
망미역,3,7,35.17165,129.107336
망미역,3,8,35.171838,129.107405
망우역,경의·중앙;경춘,,37.599635,127.091858
망우역,경의·중앙;경춘,1,37.599227,127.09273
망우역,경의·중앙;경춘,2,37.600048,127.091406
망우역,경의·중앙;경춘,3,37.600293,127.091983
망원역,6,,37.556025,126.910128
망원역,6,1,37.555999,126.910259
망원역,6,2,37.555942,126.910103
망월사역,1,,37.710253,127.047397
망월사역,1,1,37.711258,127.047338
망월사역,1,2,37.711202,127.047092
망월사역,1,3,37.709036,127.04753
매봉역,3,,37.487069,127.046978
매봉역,3,1,37.486753,127.045825
매봉역,3,2,37.486995,127.046337
매봉역,3,3,37.486667,127.046625
매봉역,3,4,37.486426,127.046131
먹골역,7,,37.611442,127.077652
먹골역,7,1,37.611536,127.077884
먹골역,7,2,37.611157,127.077841
먹골역,7,3,37.610202,127.077962
먹골역,7,4,37.609815,127.078027
먹골역,7,5,37.609794,127.0778
먹골역,7,6,37.610179,127.077729
먹골역,7,7,37.611608,127.077371
면목역,7,,37.5884,127.087604
면목역,7,1,37.589493,127.087367
면목역,7,2,37.588316,127.08797
면목역,7,3,37.588634,127.087309
명동역,4,,37.560898,126.986376
명동역,4,1,37.560862,126.987262
명동역,4,10,37.561168,126.987868
명동역,4,2,37.560775,126.985896
명동역,4,3,37.560732,126.98549
명동역,4,4,37.560675,126.984824
명동역,4,5,37.560872,126.984721
명동역,4,6,37.560926,126.984915
명동역,4,7,37.560956,126.985416
명동역,4,8,37.560986,126.985857
명동역,4,9,37.561119,126.98732
명륜역,1,,35.212646,129.079721
명륜역,1,1,35.212204,129.079344
명륜역,1,2,35.212133,129.079513
명륜역,1,3,35.213046,129.079904
명륜역,1,4,35.212967,129.080073
명륜역,1,5,35.211924,129.079152
명일역,5,,37.551953,127.144085
명일역,5,1,37.55117,127.14392
명일역,5,2,37.551775,127.143971
명일역,5,3,37.551533,127.144135
명일역,5,4,37.551082,127.144084
명장역,,,35.20537,129.101767
명장역,,1,35.204963,129.101439
명장역,,2,35.204878,129.101673
명장역,,3,35.20545,129.101744
명장역,,4,35.205356,129.101999
명학역,1,,37.384394,126.935609
명학역,1,1,37.385464,126.93502
명학역,1,2,37.385474,126.935632
모덕역,2,,35.180369,128.985563
모덕역,2,1,35.179746,128.985347
모덕역,2,2,35.179728,128.985613
모덕역,2,3,35.181046,128.985677
모덕역,2,4,35.181044,128.985993
모라역,2,,35.189303,128.988423
모라역,2,1,35.188788,128.988078
모라역,2,2,35.188697,128.988385
모라역,2,3,35.190324,128.988838
모라역,2,4,35.19025,128.989038
모란역,8,,37.432224,127.129083
모란역,8,,37.433739,127.129155
모란역,8,1,37.432943,127.129193
모란역,8,1,37.432943,127.129193
모란역,8,10,37.433992,127.129073
모란역,8,10,37.433992,127.129073
모란역,8,11,37.434008,127.129636
모란역,8,11,37.434008,127.129636
모란역,8,12,37.433428,127.129517
모란역,8,12,37.433428,127.129517
모란역,8,2,37.432401,127.129273
모란역,8,2,37.432401,127.129273
모란역,8,3,37.431733,127.129361
모란역,8,3,37.431733,127.129361
모란역,8,4,37.431213,127.12946
모란역,8,4,37.431213,127.12946
모란역,8,5,37.431237,127.129053
모란역,8,5,37.431237,127.129053
모란역,8,6,37.431718,127.128972
모란역,8,6,37.431718,127.128972
모란역,8,7,37.432316,127.128911
모란역,8,7,37.432316,127.128911
모란역,8,8,37.432843,127.128826
모란역,8,8,37.432843,127.128826
모란역,8,9,37.433984,127.128557
모란역,8,9,37.433984,127.128557
모래내시장역,I2,,37.455858,126.71948
모래내시장역,I2,1,37.45604,126.718881
모래내시장역,I2,2,37.455965,126.719844
모래내시장역,I2,3,37.455753,126.719806
모래내시장역,I2,4,37.455817,126.718841
목동역,5,,37.526124,126.864517
목동역,5,1,37.526175,126.863532
목동역,5,2,37.526429,126.864103
목동역,5,3,37.526534,126.864501
목동역,5,4,37.526381,126.864662
목동역,5,5,37.525813,126.864916
목동역,5,6,37.525583,126.864717
목동역,5,7,37.525731,126.864266
목동역,5,8,37.525988,126.863966
못골역,2,,35.13474,129.084777
못골역,2,1,35.134639,129.084729
못골역,2,2,35.134791,129.084725
못골역,2,3,35.134612,129.084123
못골역,2,4,35.134766,129.084126
몽촌토성역,8,,37.517533,127.11267
몽촌토성역,8,1,37.516363,127.115082
몽촌토성역,8,1,37.517706,127.113286
몽촌토성역,8,2,37.517037,127.112793
몽촌토성역,8,3,37.517032,127.112358
몽촌토성역,8,4,37.517585,127.112233
몽촌토성역,8,5,37.51783,127.112599
무악재역,3,,37.582317,126.95035
무악재역,3,1,37.582492,126.950479
무악재역,3,2,37.582167,126.950648
무악재역,3,3,37.58209,126.950358
무악재역,3,4,37.582401,126.950208
문래역,2,,37.518384,126.894873
문래역,2,1,37.517152,126.894417
문래역,2,2,37.518694,126.894818
문래역,2,3,37.519031,126.894759
문래역,2,4,37.518724,126.895101
문래역,2,5,37.517384,126.895104
문래역,2,6,37.517133,126.895058
문래역,2,7,37.517081,126.894812
문정역,8,,37.485836,127.122518
문정역,8,1,37.486626,127.122387
문정역,8,2,37.486237,127.122619
문정역,8,3,37.486048,127.12218
문정역,8,4,37.486503,127.12192
문학경기장역,인천1,,37.435105,126.697795
문학경기장역,인천1,1,37.435463,126.69742
문학경기장역,인천1,2,37.434836,126.696837
문현역,2,,35.139136,129.067309
문현역,2,1,35.138191,129.067453
문현역,2,2,35.138286,129.06793
문현역,2,3,35.13954,129.066901
문현역,2,4,35.139797,129.067377
문화전당역,1,,35.146678,126.919814
문화전당역,1,1,35.14581,126.920186
문화전당역,1,2,35.145866,126.920387
문화전당역,1,3,35.147011,126.919175
문화전당역,1,4,35.147202,126.919624
문화전당역,1,5,35.146746,126.919949
문화전당역,1,6,35.146124,126.920269
물금역,,,35.306635,128.985385
물만골역,3,,35.17664,129.085839
물만골역,3,1,35.176237,129.0858
물만골역,3,2,35.176255,129.086069
물만골역,3,3,35.177363,129.085318
물만골역,3,4,35.177399,129.085581
미금역,수인·분당;신분당,,37.349428,127.10916
미금역,수인·분당;신분당,,37.349978,127.108891
미금역,수인·분당;신분당,,37.350023,127.108998
미금역,수인·분당;신분당,1,37.350519,127.109144
미금역,수인·분당;신분당,1,37.350519,127.109144
미금역,수인·분당;신분당,1,37.350519,127.109144
미금역,수인·분당;신분당,2,37.350199,127.10955
미금역,수인·분당;신분당,2,37.350199,127.10955
미금역,수인·분당;신분당,2,37.350199,127.10955
미금역,수인·분당;신분당,3,37.349838,127.109555
미금역,수인·분당;신분당,3,37.349838,127.109555
미금역,수인·분당;신분당,3,37.349838,127.109555
미금역,수인·분당;신분당,4,37.349521,127.109146
미금역,수인·분당;신분당,4,37.349521,127.109146
미금역,수인·분당;신분당,4,37.349521,127.109146
미금역,수인·분당;신분당,5,37.349439,127.108599
미금역,수인·분당;신분당,5,37.349439,127.108599
미금역,수인·분당;신분당,5,37.349439,127.108599
미금역,수인·분당;신분당,6,37.349812,127.108205
미금역,수인·분당;신분당,6,37.349812,127.108205
미금역,수인·분당;신분당,6,37.349812,127.108205
미금역,수인·분당;신분당,7,37.350176,127.108216
미금역,수인·분당;신분당,7,37.350176,127.108216
미금역,수인·분당;신분당,7,37.350176,127.108216
미금역,수인·분당;신분당,8,37.350518,127.108668
미금역,수인·분당;신분당,8,37.350518,127.108668
미금역,수인·분당;신분당,8,37.350518,127.108668
미남역,3,,35.206533,129.068747
미남역,3,1,35.204728,129.067366
미남역,3,10,35.207358,129.069876
미남역,3,11,35.208399,129.068942
미남역,3,12,35.207858,129.070392
미남역,3,13,35.20852,129.069528
미남역,3,14,35.208305,129.070204
미남역,3,2,35.20462,129.067616
미남역,3,3,35.205236,129.067712
미남역,3,4,35.20514,129.067962
미남역,3,5,35.205865,129.068181
미남역,3,6,35.205783,129.068391
미남역,3,7,35.206448,129.06855
미남역,3,8,35.206757,129.069465
미남역,3,9,35.207595,129.069017
미사역,5,,37.563055,127.192822
미사역,5,1,37.563174,127.192519
미사역,5,10,37.562861,127.192625
미사역,5,2,37.563682,127.192479
미사역,5,3,37.56412,127.192313
미사역,5,4,37.563764,127.192807
미사역,5,5,37.563357,127.193234
미사역,5,6,37.563041,127.193368
미사역,5,7,37.562532,127.193336
미사역,5,8,37.562199,127.193419
미사역,5,9,37.562458,127.192971
미아사거리역,4,,37.613185,127.030091
미아사거리역,4,1,37.614184,127.03025
미아사거리역,4,2,37.612692,127.030309
미아사거리역,4,3,37.612407,127.030318
미아사거리역,4,4,37.612459,127.029987
미아사거리역,4,5,37.612979,127.029927
미아사거리역,4,6,37.614147,127.029883
미아역,4,,37.626494,127.026109
미아역,4,1,37.627361,127.025954
미아역,4,2,37.627305,127.026227
미아역,4,3,37.626134,127.026377
미아역,4,4,37.625706,127.026521
미아역,4,5,37.625669,127.026227
미아역,4,6,37.626029,127.026077
미아역,4,7,37.626864,127.025755
미아역,4,8,37.627288,127.025567
민락역,2,,35.167395,129.121719
민락역,2,1,35.166466,129.122663
민락역,2,2,35.166574,129.122788
민락역,2,3,35.167411,129.12141
민락역,2,4,35.167573,129.12158
박물관역,BGL,,35.240004,128.871819
박물관역,BGL,1,35.239737,128.871404
박물관역,BGL,2,35.239808,128.871939
반여농산물시장역,,,35.217752,129.123964
반여농산물시장역,,1,35.217881,129.12355
반여농산물시장역,,2,35.217769,129.124467
반포역,7,,37.508175,127.011635
반포역,7,1,37.508111,127.012107
반포역,7,2,37.507921,127.011464
반포역,7,3,37.507579,127.010292
반포역,7,4,37.507891,127.01024
반포역,7,5,37.508213,127.011292
반포역,7,6,37.508622,127.011564
발곡역,U;의정부경전철: 발곡 → 차량기지임시승강장;의정부경전철: 차량기지임시승강장 → 탑석,,37.727007,127.052954
발곡역,U;의정부경전철: 발곡 → 차량기지임시승강장;의정부경전철: 차량기지임시승강장 → 탑석,1,37.727301,127.052947
발곡역,U;의정부경전철: 발곡 → 차량기지임시승강장;의정부경전철: 차량기지임시승강장 → 탑석,2,37.726918,127.053125
발산역,5,,37.558495,126.837465
발산역,5,1,37.558863,126.837492
발산역,5,2,37.558922,126.838103
발산역,5,3,37.558889,126.838558
발산역,5,4,37.558717,126.838685
발산역,5,5,37.558296,126.838578
발산역,5,6,37.558167,126.838351
발산역,5,7,37.558193,126.837902
발산역,5,8,37.558484,126.837219
발산역,5,9,37.558893,126.836951
방배역,2,,37.481466,126.997707
방배역,2,1,37.481204,126.997934
방배역,2,2,37.481158,126.997649
방배역,2,3,37.481682,126.997345
방배역,2,4,37.481712,126.997733
방이역,5,,37.508643,127.126039
방이역,5,1,37.508818,127.126355
방이역,5,2,37.508293,127.126186
방이역,5,2,37.508322,127.126051
방이역,5,3,37.508445,127.12573
방이역,5,4,37.508929,127.126014
방학역,1,,37.66769,127.044303
방학역,1,1,37.66855,127.044115
방학역,1,2,37.668561,127.044311
방학역,1,3,37.666254,127.044523
방화역,5,,37.577404,126.812732
방화역,5,1,37.577241,126.813068
방화역,5,2,37.577129,126.812775
방화역,5,3,37.57715,126.812528
방화역,5,4,37.577444,126.812281
배산역,3,,35.173473,129.095751
배산역,3,1,35.173294,129.096372
배산역,3,2,35.173445,129.096369
배산역,3,3,35.173381,129.095799
배산역,3,4,35.17351,129.095815
배산역,3,5,35.173497,129.094745
배산역,3,6,35.173639,129.094765
백마역,경의·중앙;서해,,37.65833,126.794475
백마역,경의·중앙;서해,1,37.658119,126.794041
백마역,경의·중앙;서해,2,37.658435,126.794669
백석역,3,,37.643036,126.788038
백석역,3,1,37.642638,126.788193
백석역,3,2,37.642582,126.787733
백석역,3,3,37.642807,126.787416
백석역,3,4,37.64321,126.787425
백석역,3,5,37.643493,126.787774
백석역,3,6,37.643543,126.788268
백석역,3,7,37.643298,126.788689
백석역,3,8,37.642898,126.788573
백운역,1,,37.483123,126.707111
백운역,1,1,37.483566,126.707929
백운역,1,2,37.483767,126.707391
백운역,1,3,37.483829,126.7076
버티고개역,6,,37.548232,127.006588
버티고개역,6,1,37.548358,127.007159
버티고개역,6,2,37.548296,127.007398
버티고개역,6,3,37.547859,127.007076
범계역,4,,37.389913,126.95091
범계역,4,1,37.39029,126.951564
범계역,4,2,37.39021,126.951834
범계역,4,3,37.389772,126.951812
범계역,4,4,37.390058,126.951237
범계역,4,4-1,37.389606,126.951226
범계역,4,5,37.389368,126.950247
범계역,4,6,37.389161,126.950034
범계역,4,7,37.389647,126.949411
범계역,4,8,37.389845,126.949671
범골역,U;의정부경전철: 발곡 → 차량기지임시승강장;의정부경전철: 차량기지임시승강장 → 탑석,,37.728773,127.043681
범골역,U;의정부경전철: 발곡 → 차량기지임시승강장;의정부경전철: 차량기지임시승강장 → 탑석,1,37.728795,127.043821
범골역,U;의정부경전철: 발곡 → 차량기지임시승강장;의정부경전철: 차량기지임시승강장 → 탑석,2,37.728666,127.043557
범내골역,1,,35.147401,129.059202
범내골역,1,1,35.146594,129.059142
범내골역,1,2,35.146605,129.059395
범내골역,1,3,35.146853,129.058924
범내골역,1,4,35.146859,129.0595
범내골역,1,5,35.147728,129.058969
범내골역,1,6,35.147681,129.059531
범내골역,1,7,35.148023,129.059114
