station,lines,exit_no,lat,lng
왕십리역,2;5,2,37.561608,127.035382
왕십리역,2;5,2,37.561608,127.035382
왕십리역,2;5,2,37.561608,127.035382
왕십리역,2;5,3,37.561256,127.035997
왕십리역,2;5,3,37.561256,127.035997
왕십리역,2;5,3,37.561256,127.035997
왕십리역,2;5,4,37.561415,127.036949
왕십리역,2;5,4,37.561415,127.036949
왕십리역,2;5,4,37.561415,127.036949
왕십리역,2;5,5,37.561402,127.037448
왕십리역,2;5,5,37.561402,127.037448
왕십리역,2;5,5,37.561402,127.037448
왕십리역,2;5,6,37.561241,127.039229
왕십리역,2;5,6,37.561241,127.039229
왕십리역,2;5,6,37.561241,127.039229
왕십리역,2;5,6-1,37.561028,127.037625
왕십리역,2;5,6-1,37.561028,127.037625
왕십리역,2;5,6-1,37.561028,127.037625
왕십리역,2;5,7,37.561039,127.036155
왕십리역,2;5,7,37.561039,127.036155
왕십리역,2;5,7,37.561039,127.036155
왕십리역,2;5,8,37.56096,127.035888
왕십리역,2;5,8,37.56096,127.035888
왕십리역,2;5,8,37.56096,127.035888
왕십리역,2;5,9,37.560678,127.035421
왕십리역,2;5,9,37.560678,127.035421
왕십리역,2;5,9,37.560678,127.035421
외대앞역,1,,37.596306,127.063743
외대앞역,1,1,37.595466,127.062895
외대앞역,1,2,37.595437,127.063275
용답역,2,,37.56209,127.050861
용답역,2,1,37.562496,127.051379
용답역,2,2,37.562586,127.050437
용두역,2,,37.574074,127.038066
용두역,2,1,37.57422,127.037764
용두역,2,2,37.574494,127.037953
용두역,2,3,37.574154,127.038646
용두역,2,4,37.573632,127.038285
용두역,2,5,37.573888,127.037746
용마산역,7,,37.573993,127.08658
용마산역,7,1,37.574243,127.086865
용마산역,7,2,37.573862,127.087045
용마산역,7,3,37.573656,127.086515
용산역,1,,37.529953,126.964827
용산역,1,1,37.528946,126.965097
용산역,1,2,37.528446,126.96752
용산역,1,2,37.529858,126.965003
용산역,1,3,37.528488,126.966985
용산역,1,3,37.531748,126.963658
용산역,1,4,37.529119,126.967553
용산역,1,5,37.529833,126.967891
우장산역,5,,37.548894,126.836323
우장산역,5,1,37.548966,126.836549
우장산역,5,2,37.548432,126.836555
우장산역,5,3,37.548449,126.8362
우장산역,5,4,37.548839,126.836206
운양역,김포 골드라인,,37.653809,126.683938
운양역,김포 골드라인,1,37.653978,126.683429
운양역,김포 골드라인,2,37.65403,126.684119
운양역,김포 골드라인,3,37.653711,126.684237
운양역,김포 골드라인,4,37.653651,126.683396
운연역,I2,,37.439656,126.759632
운연역,I2,1,37.439582,126.759793
운정역,경의·중앙,,37.725329,126.767045
운정역,경의·중앙,1,37.725527,126.766586
운정역,경의·중앙,2,37.7252,126.767568
운정중앙역,GTX-A,,37.716146,126.728286
운정중앙역,GTX-A,1,37.716478,126.728283
운정중앙역,GTX-A,2,37.715796,126.728265
운천역,1,,35.150401,126.858698
운천역,1,1,35.150361,126.858948
운천역,1,2,35.15028,126.858472
운천역,1,3,35.150598,126.858368
운천역,1,4,35.150688,126.858889
원당역,3,,37.65305,126.842898
원당역,3,1,37.653496,126.843334
원당역,3,2,37.653182,126.843146
원당역,3,3,37.652765,126.842878
원당역,3,4,37.652833,126.842597
원당역,3,5,37.653264,126.842832
원당역,3,6,37.653596,126.843082
원동역,,,35.362425,128.920798
원릉역,교외선 무궁화호: 대곡 → 의정부;교외선 무궁화호: 의정부 → 대곡,,37.66264,126.839956
원시역,서해,,37.302557,126.786785
원시역,서해,1,37.301963,126.786675
원시역,서해,2,37.302091,126.786421
원인재역,수인·분당;인천1,,37.412626,126.688156
원인재역,수인·분당;인천1,,37.413124,126.686591
원인재역,수인·분당;인천1,1,37.412753,126.688633
원인재역,수인·분당;인천1,1,37.412753,126.688633
원인재역,수인·분당;인천1,2,37.411625,126.687388
원인재역,수인·분당;인천1,2,37.411625,126.687388
원인재역,수인·분당;인천1,3,37.411835,126.687057
원인재역,수인·분당;인천1,3,37.411835,126.687057
원인재역,수인·분당;인천1,4,37.413003,126.686448
원인재역,수인·분당;인천1,4,37.413003,126.686448
원인재역,수인·분당;인천1,5,37.413263,126.686726
원인재역,수인·분당;인천1,5,37.413263,126.686726
원인재역,수인·분당;인천1,6,37.413016,126.688291
원인재역,수인·분당;인천1,6,37.413016,126.688291
원종역,서해,,37.523846,126.804861
원종역,서해,1,37.524409,126.805114
원종역,서해,2,37.523237,126.804991
원종역,서해,3,37.523052,126.804728
원종역,서해,4,37.524342,126.804722
원흥역,3,,37.650512,126.873668
원흥역,3,1,37.650137,126.874319
원흥역,3,2,37.650098,126.873835
원흥역,3,3,37.650136,126.873258
원흥역,3,4,37.650648,126.872473
원흥역,3,5,37.651086,126.872101
원흥역,3,6,37.650793,126.873762
원흥역,3,7,37.65083,126.874409
원흥역,3,8,37.650435,126.874479
월계역,1,,37.633063,127.058865
월계역,1,1,37.634033,127.05908
월계역,1,2,37.634355,127.0585
월계역,1,3,37.631709,127.058754
월계역,1,4,37.631738,127.058961
월곡역,6,,37.60192,127.041455
월곡역,6,1,37.601888,127.041225
월곡역,6,2,37.602491,127.041245
월곡역,6,3,37.602636,127.041827
월곡역,6,4,37.602386,127.042149
월곡역,6,5,37.601879,127.041692
월곶역,수인·분당,,37.391794,126.7427
월곶역,수인·분당,1,37.391472,126.742682
월내역,동해,,35.328083,129.276559
월내역,동해,1,35.327846,129.276756
월내역,동해,2,35.328188,129.276392
월드컵경기장역,6,,37.570192,126.899318
월드컵경기장역,6,1,37.5682,126.899072
월드컵경기장역,6,2,37.569708,126.899019
월드컵경기장역,6,3,37.570616,126.898967
윗반송역,,,35.23247,129.153873
윗반송역,,1,35.232543,129.153705
윗반송역,,2,35.232318,129.153887
윗반송역,,3,35.232736,129.154026
윗반송역,,4,35.232533,129.15426
율리역,2,,35.246472,129.012864
율리역,2,1,35.246123,129.012736
율리역,2,2,35.246128,129.013021
율리역,2,3,35.246676,129.012764
율리역,2,4,35.246675,129.01304
을지로3가역,2;3,,37.566336,126.992531
을지로3가역,2;3,1,37.566304,126.989432
을지로3가역,2;3,10,37.566248,126.992338
을지로3가역,2;3,11,37.566146,126.990028
을지로3가역,2;3,12,37.566032,126.989414
을지로3가역,2;3,2,37.566306,126.989964
을지로3가역,2;3,3,37.566439,126.99231
을지로3가역,2;3,5,37.567414,126.99259
을지로3가역,2;3,6,37.566475,126.99293
을지로3가역,2;3,7,37.56623,126.992954
을지로3가역,2;3,8,37.565192,126.992879
을지로3가역,2;3,9,37.565177,126.992636
을지로4가역,2;5,,37.566643,126.998169
을지로4가역,2;5,1,37.566748,126.997516
을지로4가역,2;5,10,37.566432,126.997373
을지로4가역,2;5,2,37.566979,126.997788
을지로4가역,2;5,3,37.567788,126.997965
을지로4가역,2;5,4,37.567797,126.998135
을지로4가역,2;5,5,37.567036,126.998422
을지로4가역,2;5,6,37.566812,126.99875
을지로4가역,2;5,7,37.56647,126.998722
을지로4가역,2;5,8,37.566227,126.998443
을지로4가역,2;5,9,37.566392,126.9978
을지로입구역,2,,37.565949,126.982617
을지로입구역,2,1,37.566273,126.982137
을지로입구역,2,1-1,37.566105,126.981129
을지로입구역,2,2,37.566076,126.979363
을지로입구역,2,2,37.566406,126.982309
을지로입구역,2,3,37.566519,126.983013
을지로입구역,2,4,37.566373,126.983216
을지로입구역,2,5,37.565761,126.983179
을지로입구역,2,6,37.565619,126.982964
을지로입구역,2,7,37.565472,126.982352
을지로입구역,2,8,37.565895,126.982007
응봉역,경의·중앙,,37.550276,127.034728
응봉역,경의·중앙,1,37.55112,127.035066
응봉역,경의·중앙,1,37.551218,127.035163
응봉역,경의·중앙,2,37.55116,127.035344
응암역,6,,37.59843,126.915528
응암역,6,1,37.598781,126.9155
응암역,6,2,37.599348,126.915569
응암역,6,3,37.59932,126.915933
응암역,6,4,37.598837,126.915816
의왕역,1,,37.320998,126.948034
의왕역,1,1,37.321135,126.945969
의왕역,1,1,37.321338,126.94568
의왕역,1,1,37.321345,126.945968
의왕역,1,1,37.321663,126.945671
의왕역,1,2,37.321324,126.948651
의왕역,1,3,37.320944,126.948743
의정부시청역,U;의정부경전철: 발곡 → 차량기지임시승강장;의정부경전철: 차량기지임시승강장 → 탑석,,37.739263,127.034887
의정부시청역,U;의정부경전철: 발곡 → 차량기지임시승강장;의정부경전철: 차량기지임시승강장 → 탑석,1,37.738873,127.035021
의정부시청역,U;의정부경전철: 발곡 → 차량기지임시승강장;의정부경전철: 차량기지임시승강장 → 탑석,2,37.738862,127.034742
의정부역,1,,37.737704,127.04605
의정부역,1,1,37.736303,127.045575
의정부역,1,1,37.737248,127.043144
의정부역,1,2,37.737881,127.043394
의정부역,1,2,37.738249,127.044964
의정부역,1,3,37.738623,127.04519
의정부역,1,4,37.739152,127.046288
의정부역,1,5,37.738773,127.046529
의정부역,1,5-2,37.739578,127.047329
의정부역,1,6,37.738161,127.046633
의정부역,1,7,37.736394,127.046939
의정부역,1,8,37.737845,127.04601
의정부중앙역,U;의정부경전철: 발곡 → 차량기지임시승강장;의정부경전철: 차량기지임시승강장 → 탑석,,37.743685,127.049756
의정부중앙역,U;의정부경전철: 발곡 → 차량기지임시승강장;의정부경전철: 차량기지임시승강장 → 탑석,1,37.743553,127.049209
의정부중앙역,U;의정부경전철: 발곡 → 차량기지임시승강장;의정부경전철: 차량기지임시승강장 → 탑석,2,37.743774,127.049184
이대역,2,,37.556773,126.945835
이대역,2,1,37.556846,126.945614
이대역,2,2,37.557011,126.945801
이대역,2,3,37.55705,126.94596
이대역,2,4,37.556872,126.946192
이대역,2,5,37.556362,126.945954
이대역,2,6,37.556647,126.945472
이매역,경강;수인·분당,,37.39464,127.1284
이매역,경강;수인·분당,,37.395302,127.12824
이매역,경강;수인·분당,1,37.397489,127.128771
이매역,경강;수인·분당,2,37.397146,127.128656
이매역,경강;수인·분당,2,37.397146,127.128656
이매역,경강;수인·분당,3,37.394427,127.128795
이매역,경강;수인·분당,3,37.394427,127.128795
이매역,경강;수인·분당,4,37.394385,127.127968
이매역,경강;수인·분당,4,37.394385,127.127968
이매역,경강;수인·분당,5,37.394573,127.126906
이매역,경강;수인·분당,5,37.394573,127.126906
이매역,경강;수인·분당,6,37.39473,127.126906
이매역,경강;수인·분당,6,37.39473,127.126906
이매역,경강;수인·분당,7,37.394794,127.127725
이매역,경강;수인·분당,7,37.394794,127.127725
이매역,경강;수인·분당,8,37.395065,127.127964
이매역,경강;수인·분당,8,37.395065,127.127964
이매역,경강;수인·분당,9,37.397347,127.128169
이수역,7,,37.485449,126.98211
이수역,7,10,37.484977,126.980376
이수역,7,11,37.485531,126.98173
이수역,7,12,37.485802,126.981944
이수역,7,13,37.486974,126.982015
이수역,7,2,37.487025,126.982472
이수역,7,3,37.486059,126.982403
이수역,7,4,37.485787,126.982444
이수역,7,5,37.485255,126.982555
이수역,7,6,37.48501,126.982387
이수역,7,7,37.484719,126.981866
이수역,7,8,37.485022,126.981727
이수역,7,9,37.484792,126.980816
이촌역,4,,37.52244,126.973364
이촌역,4,,37.522712,126.973368
이촌역,4,1,37.522863,126.973328
이촌역,4,1,37.522863,126.973328
이촌역,4,2,37.52215,126.975636
이촌역,4,2,37.52215,126.975636
이촌역,4,3,37.52191,126.975449
이촌역,4,3,37.52191,126.975449
이촌역,4,3-1,37.521616,126.975319
이촌역,4,3-1,37.521616,126.975319
이촌역,4,4,37.522284,126.97341
이촌역,4,4,37.522284,126.97341
이촌역,4,5,37.522545,126.973407
이촌역,4,5,37.522545,126.973407
이태원역,6,,37.534503,126.994371
이태원역,6,1,37.534499,126.993655
이태원역,6,2,37.534526,126.994128
이태원역,6,3,37.534409,126.994108
이태원역,6,4,37.53439,126.993696
인덕원역,4,,37.401632,126.976966
인덕원역,4,1,37.40213,126.977214
인덕원역,4,2,37.401235,126.977381
인덕원역,4,3,37.400998,126.977104
인덕원역,4,4,37.40096,126.97641
인덕원역,4,5,37.401567,126.976364
인덕원역,4,6,37.402038,126.976241
인덕원역,4,7,37.402509,126.975777
인덕원역,4,8,37.402882,126.976091
인제대역,BGL,,35.228074,128.901774
인제대역,BGL,1,35.227815,128.90202
인제대역,BGL,1,35.228287,128.901955
인천가좌역,I2,,37.490459,126.675239
인천가좌역,I2,1,37.490797,126.675452
인천가좌역,I2,2,37.489814,126.675094
인천논현역,수인·분당,,37.400687,126.722565
인천논현역,수인·분당,1,37.400425,126.722782
인천논현역,수인·분당,2,37.400257,126.722211
인천논현역,수인·분당,3,37.400849,126.722051
인천논현역,수인·분당,4,37.400951,126.722663
인천대공원역,I2,,37.448549,126.752815
인천대공원역,I2,1,37.448434,126.753377
인천대공원역,I2,2,37.448799,126.753054
인천대공원역,I2,3,37.448684,126.753629
인천대입구역,인천1,,37.386116,126.639447
인천대입구역,인천1,1,37.385195,126.639032
인천대입구역,인천1,2,37.385621,126.638776
인천대입구역,인천1,3,37.386424,126.637028
인천대입구역,인천1,4,37.386899,126.639884
인천대입구역,인천1,5,37.385545,126.640248
인천시청역,I2;인천1,,37.456812,126.702435
인천시청역,I2;인천1,,37.457291,126.702085
인천시청역,I2;인천1,1,37.45876,126.702496
인천시청역,I2;인천1,1,37.45876,126.702496
인천시청역,I2;인천1,2,37.457363,126.702293
인천시청역,I2;인천1,2,37.457363,126.702293
인천시청역,I2;인천1,3,37.456884,126.702861
인천시청역,I2;인천1,3,37.456884,126.702861
인천시청역,I2;인천1,4,37.45666,126.702928
인천시청역,I2;인천1,4,37.45666,126.702928
인천시청역,I2;인천1,5,37.456226,126.702135
인천시청역,I2;인천1,5,37.456226,126.702135
인천시청역,I2;인천1,6,37.456241,126.701872
인천시청역,I2;인천1,6,37.456241,126.701872
인천시청역,I2;인천1,7,37.456801,126.700913
인천시청역,I2;인천1,7,37.456801,126.700913
인천시청역,I2;인천1,8,37.457056,126.700874
인천시청역,I2;인천1,8,37.457056,126.700874
인천시청역,I2;인천1,9,37.458719,126.701992
인천시청역,I2;인천1,9,37.458719,126.701992
인천역,1,,37.476569,126.617366
인천역,1,,37.476682,126.616887
인천역,1,1,37.476202,126.617194
인천역,1,1,37.476202,126.617194
인천역,1,2,37.477133,126.617491
인천역,1,2,37.477133,126.617491
인천역,1,3,37.476419,126.617623
인천역,1,3,37.476419,126.617623
인천터미널역,인천1,,37.441946,126.699716
인천터미널역,인천1,1,37.442182,126.699916
인천터미널역,인천1,2,37.442073,126.700224
인천터미널역,인천1,3,37.441722,126.700177
인천터미널역,인천1,4,37.441622,126.699827
인천터미널역,인천1,5,37.441748,126.699461
인천터미널역,인천1,6,37.442125,126.699509
인하대역,수인·분당,,37.448247,126.649784
인하대역,수인·분당,1,37.447598,126.649663
인하대역,수인·분당,2,37.448306,126.64941
인하대역,수인·분당,3,37.44873,126.649072
인하대역,수인·분당,4,37.449012,126.650092
인하대역,수인·분당,5,37.448726,126.650463
인하대역,수인·분당,6,37.44827,126.650538
인하대역,수인·분당,7,37.447807,126.650263
일광역,동해,,35.268279,129.233297
일광역,동해,1,35.267093,129.233145
일광역,동해,2,35.267179,129.232701
일산역,경의·중앙;서해,,37.682219,126.769498
일산역,경의·중앙;서해,1,37.681801,126.769215
일산역,경의·중앙;서해,2,37.682512,126.769598
일영역,교외선 무궁화호: 대곡 → 의정부;교외선 무궁화호: 의정부 → 대곡,,37.700571,126.928969
일원역,3,,37.483692,127.084377
일원역,3,1,37.484332,127.083713
일원역,3,2,37.483757,127.085125
일원역,3,3,37.483546,127.084937
일원역,3,4,37.483312,127.085233
일원역,3,5,37.483265,127.084816
일원역,3,6,37.484033,127.083516
일원역,3,7,37.484372,127.083447
자갈치역,1,,35.097346,129.026768
자갈치역,1,1,35.096843,129.02464
자갈치역,1,10,35.097517,129.027808
자갈치역,1,2,35.096629,129.024805
자갈치역,1,3,35.097446,129.026447
자갈치역,1,4,35.096992,129.026121
자갈치역,1,5,35.09761,129.02712
자갈치역,1,6,35.097189,129.026551
자갈치역,1,7,35.097738,129.027685
자갈치역,1,8,35.097375,129.027222
자양역,7,,37.531532,127.066742
자양역,7,1,37.531934,127.067115
자양역,7,2,37.531048,127.066683
자양역,7,3,37.531112,127.066408
자양역,7,4,37.531822,127.0664
작전역,인천1,,37.530313,126.722531
작전역,인천1,1,37.530983,126.722806
작전역,인천1,2,37.530825,126.723162
작전역,인천1,3,37.529858,126.723125
작전역,인천1,4,37.529576,126.722732
작전역,인천1,5,37.529664,126.722334
작전역,인천1,6,37.529851,126.722015
작전역,인천1,7,37.530838,126.721985
작전역,인천1,8,37.530957,126.722256
잠실나루역,2,,37.520691,127.10383
잠실나루역,2,1,37.521074,127.103785
잠실나루역,2,2,37.520487,127.104094
잠실나루역,2,3,37.520413,127.103826
잠실나루역,2,4,37.520974,127.10352
잠실새내역,2,,37.511588,127.085571
잠실새내역,2,1,37.511258,127.08763
잠실새내역,2,2,37.511173,127.085906
잠실새내역,2,3,37.511411,127.085219
잠실새내역,2,4,37.511422,127.084744
잠실새내역,2,5,37.511878,127.084872
잠실새내역,2,6,37.511983,127.085219
잠실새내역,2,7,37.511838,127.085982
잠실새내역,2,8,37.511758,127.08762
잠실역,2;8,,37.513217,127.100137
잠실역,2;8,1,37.513282,127.101176
잠실역,2;8,2,37.512848,127.1009
잠실역,2;8,2-1,37.512884,127.100472
잠실역,2;8,2-3,37.510812,127.101671
잠실역,2;8,3,37.512379,127.100228
잠실역,2;8,4,37.51266,127.099221
잠실역,2;8,5,37.513132,127.098867
잠실역,2;8,6,37.514054,127.099121
잠실역,2;8,7,37.514259,127.099733
잠실역,2;8,8,37.513821,127.101179
잠원역,3,,37.512751,127.01115
잠원역,3,1,37.512838,127.011622
잠원역,3,2,37.512584,127.011112
잠원역,3,3,37.512807,127.010994
잠원역,3,4,37.513049,127.011487
장기역,김포 골드라인,,37.644027,126.669014
장기역,김포 골드라인,1,37.643687,126.66858
장기역,김포 골드라인,2,37.644278,126.668454
장기역,김포 골드라인,3,37.644393,126.668548
장기역,김포 골드라인,4,37.644542,126.669316
장기역,김포 골드라인,5,37.643845,126.669636
장기역,김포 골드라인,6,37.643749,126.668885
장림역,1,,35.081865,128.977383
장림역,1,1,35.080993,128.977297
장림역,1,2,35.081175,128.977666
장림역,1,3,35.082152,128.977029
장림역,1,4,35.08192,128.977654
장림역,1,5,35.082596,128.977268
장림역,1,6,35.082744,128.977625
장산역,2,,35.169475,129.175858
장산역,2,1,35.170343,129.178175
장산역,2,10,35.169838,129.175677
장산역,2,11,35.168855,129.175996
장산역,2,12,35.169725,129.175436
장산역,2,13,35.168987,129.175609
장산역,2,14,35.169255,129.175455
장산역,2,2,35.17053,129.178074
장산역,2,3,35.169842,129.177927
장산역,2,4,35.170631,129.177377
장산역,2,5,35.169895,129.177212
장산역,2,6,35.170089,129.177091
장산역,2,7,35.169636,129.176621
장산역,2,8,35.169833,129.176505
장산역,2,9,35.169102,129.17624
장승배기역,7,,37.505017,126.939279
장승배기역,7,1,37.504906,126.939609
장승배기역,7,2,37.50447,126.939007
장승배기역,7,3,37.504224,126.938132
장승배기역,7,4,37.504341,126.937871
장승배기역,7,5,37.505504,126.939347
장승배기역,7,6,37.505496,126.93964
장신대역,BGL,,35.259389,128.867249
장신대역,BGL,1,35.259727,128.866848
장신대역,BGL,2,35.259711,128.867375
장암역,7,,37.699974,127.052908
장암역,7,1,37.700268,127.053571
장자호수공원역,8,,37.587406,127.137912
장자호수공원역,8,1,37.587489,127.137509
장자호수공원역,8,2,37.587744,127.137479
장자호수공원역,8,3,37.588055,127.137806
장자호수공원역,8,4,37.588057,127.138024
장자호수공원역,8,5,37.587758,127.138603
장자호수공원역,8,6,37.58752,127.138569
장전역,1,,35.238212,129.088098
장전역,1,1,35.237584,129.08812
장전역,1,2,35.237628,129.088326
장전역,1,3,35.238557,129.087972
장전역,1,4,35.23855,129.088178
장지역,8,,37.478888,127.126067
장지역,8,1,37.478764,127.126419
장지역,8,2,37.478544,127.126531
장지역,8,3,37.478332,127.126066
장지역,8,4,37.47858,127.125872
장한평역,5,,37.561491,127.064567
장한평역,5,1,37.561827,127.064233
장한평역,5,2,37.561948,127.064603
장한평역,5,3,37.561951,127.06513
장한평역,5,4,37.561636,127.065322
장한평역,5,5,37.561106,127.064995
장한평역,5,6,37.560947,127.064727
장한평역,5,7,37.561004,127.064185
장한평역,5,8,37.561231,127.063965
장흥역,교외선 무궁화호: 대곡 → 의정부;교외선 무궁화호: 의정부 → 대곡,,37.718686,126.94161
재송역,동해,,35.188041,129.120099
재송역,동해,1,35.188392,129.120262
재송역,동해,2,35.188375,129.119807
전포역,2,,35.152817,129.065343
전포역,2,1,35.151823,129.065175
전포역,2,2,35.151837,129.065637
전포역,2,3,35.152476,129.065174
전포역,2,4,35.152479,129.065634
전포역,2,5,35.153269,129.065165
전포역,2,6,35.153271,129.065629
전포역,2,7,35.154364,129.065155
전포역,2,8,35.154164,129.065621
정릉역,W,,37.602829,127.013355
정릉역,W,1,37.603025,127.013434
정릉역,W,2,37.602726,127.013354
정발산역,3,,37.659711,126.773265
정발산역,3,1,37.659173,126.77327
정발산역,3,2,37.659783,126.772926
정발산역,3,3,37.65996,126.77338
정발산역,3,4,37.659355,126.77375
정부과천청사역,4,,37.426471,126.98975
정부과천청사역,4,1,37.427178,126.990882
정부과천청사역,4,10,37.428066,126.990558
정부과천청사역,4,11,37.428087,126.991138
정부과천청사역,4,2,37.426722,126.990504
정부과천청사역,4,3,37.426038,126.989544
정부과천청사역,4,4,37.425809,126.989746
정부과천청사역,4,5,37.425245,126.989485
정부과천청사역,4,6,37.425419,126.989212
정부과천청사역,4,7,37.42603,126.988636
정부과천청사역,4,8,37.426285,126.988873
정부과천청사역,4,9,37.426945,126.990292
정왕역,4,,37.35181,126.742954
정왕역,4,1,37.35171,126.742742
정왕역,4,2,37.351967,126.742872
정자역,수인·분당;신분당,,37.366234,127.108114
정자역,수인·분당;신분당,,37.366652,127.108437
정자역,수인·분당;신분당,1,37.366216,127.108415
정자역,수인·분당;신분당,1,37.366216,127.108415
정자역,수인·분당;신분당,2,37.366048,127.108412
정자역,수인·분당;신분당,2,37.366048,127.108412
정자역,수인·분당;신분당,3,37.365937,127.107788
정자역,수인·분당;신분당,3,37.365937,127.107788
정자역,수인·분당;신분당,4,37.366396,127.107786
정자역,수인·분당;신분당,4,37.366396,127.107786
정자역,수인·분당;신분당,5,37.368191,127.107886
정자역,수인·분당;신분당,5,37.368191,127.107886
정자역,수인·분당;신분당,6,37.367134,127.108361
정자역,수인·분당;신분당,6,37.367134,127.108361
제기동역,1,,37.578378,127.034467
제기동역,1,1,37.578249,127.033465
제기동역,1,2,37.578291,127.036057
제기동역,1,3,37.578033,127.035737
제기동역,1,4,37.578028,127.035382
제기동역,1,5,37.578003,127.033955
제기동역,1,6,37.578006,127.033497
제물포역,1,,37.466815,126.656985
제물포역,1,1,37.466637,126.657169
제물포역,1,2,37.467151,126.656387
종각역,1,,37.570175,126.983183
종각역,1,1,37.570368,126.982445
종각역,1,10,37.570071,126.984646
종각역,1,11,37.57033,126.98584
종각역,1,12,37.570051,126.985847
종각역,1,2,37.570904,126.982861
종각역,1,3,37.570359,126.98388
종각역,1,3-1,37.570907,126.983202
종각역,1,4,37.570075,126.983829
종각역,1,5,37.569798,126.982591
종각역,1,6,37.569915,126.982378
종각역,1,7,37.570346,126.984447
종각역,1,8,37.570344,126.984734
종각역,1,9,37.570075,126.984354
종로3가역,1;3;5,,37.57044,126.992324
종로3가역,1;3;5,,37.571499,126.991906
종로3가역,1;3;5,,37.57254,126.99027
종로3가역,1;3;5,1,37.570553,126.991347
종로3가역,1;3;5,1,37.570553,126.991347
종로3가역,1;3;5,1,37.570553,126.991347
종로3가역,1;3;5,10,37.570627,126.992494
종로3가역,1;3;5,10,37.570627,126.992494
종로3가역,1;3;5,10,37.570627,126.992494
종로3가역,1;3;5,11,37.570639,126.992741
종로3가역,1;3;5,11,37.570639,126.992741
종로3가역,1;3;5,12,37.570368,126.99277
종로3가역,1;3;5,12,37.570368,126.99277
종로3가역,1;3;5,13,37.57036,126.992514
종로3가역,1;3;5,13,37.57036,126.992514
종로3가역,1;3;5,14,37.570254,126.991804
종로3가역,1;3;5,14,37.570254,126.991804
종로3가역,1;3;5,14,37.570254,126.991804
종로3가역,1;3;5,15,37.570225,126.991404
종로3가역,1;3;5,15,37.570225,126.991404
종로3가역,1;3;5,15,37.570225,126.991404
종로3가역,1;3;5,2,37.570577,126.991762
종로3가역,1;3;5,2,37.570577,126.991762
종로3가역,1;3;5,2,37.570577,126.991762
종로3가역,1;3;5,2-1,37.570847,126.991908
종로3가역,1;3;5,2-1,37.570847,126.991908
종로3가역,1;3;5,2-1,37.570847,126.991908
종로3가역,1;3;5,3,37.572499,126.991202
종로3가역,1;3;5,3,37.572499,126.991202
종로3가역,1;3;5,3,37.572499,126.991202
종로3가역,1;3;5,4,37.572462,126.989558
종로3가역,1;3;5,4,37.572462,126.989558
종로3가역,1;3;5,5,37.572468,126.988889
종로3가역,1;3;5,5,37.572468,126.988889
종로3가역,1;3;5,6,37.57262,126.991106
종로3가역,1;3;5,6,37.57262,126.991106
종로3가역,1;3;5,6,37.57262,126.991106
종로3가역,1;3;5,7,37.572623,126.991731
종로3가역,1;3;5,7,37.572623,126.991731
종로3가역,1;3;5,7,37.572623,126.991731
종로3가역,1;3;5,8,37.57248,126.991751
종로3가역,1;3;5,8,37.57248,126.991751
종로3가역,1;3;5,8,37.57248,126.991751
종로3가역,1;3;5,9,37.571168,126.992168
종로3가역,1;3;5,9,37.571168,126.992168
종로3가역,1;3;5,9,37.571168,126.992168
종로5가역,1,,37.570987,127.002022
종로5가역,1,1,37.571085,127.001629
종로5가역,1,11,37.570696,126.999391
종로5가역,1,13,37.571045,127.000107
종로5가역,1,2,37.571183,127.001765
종로5가역,1,3,37.571195,127.002022
종로5가역,1,4,37.57116,127.002143
종로5가역,1,5,37.570824,127.002214
종로5가역,1,6,37.57071,127.00209
종로5가역,1,7,37.570712,127.00175
종로5가역,1,8,37.570811,127.001606
종합운동장역,3,,35.190888,129.067571
종합운동장역,2;9,,37.511058,127.07372
종합운동장역,2;9,,37.511406,127.076209
종합운동장역,3,1,35.190762,129.068497
종합운동장역,2;9,1,37.510992,127.075151
종합운동장역,2;9,1,37.510992,127.075151
종합운동장역,2;9,10,37.511957,127.077637
종합운동장역,3,11,35.191336,129.067217
종합운동장역,2;9,11,37.512048,127.077904
종합운동장역,2;9,12,37.512162,127.07854
종합운동장역,2;9,13,37.512095,127.078765
종합운동장역,2;9,14,37.511611,127.07881
종합운동장역,2;9,15,37.511471,127.07867
종합운동장역,2;9,16,37.511373,127.078231
종합운동장역,3,2,35.19118,129.068663
종합운동장역,2;9,2,37.510813,127.074587
종합운동장역,2;9,2,37.510813,127.074587
종합운동장역,3,3,35.190689,129.068085
종합운동장역,2;9,3,37.51056,127.07342
종합운동장역,2;9,3,37.51056,127.07342
종합운동장역,3,4,35.191791,129.067622
종합운동장역,2;9,4,37.510492,127.07279
종합운동장역,3,5,35.190291,129.067489
종합운동장역,2;9,5,37.511266,127.072744
종합운동장역,2;9,6,37.511622,127.073216
종합운동장역,2;9,6,37.511622,127.073216
종합운동장역,3,7,35.190513,129.066968
종합운동장역,2;9,7,37.511712,127.073764
종합운동장역,2;9,7,37.511712,127.073764
종합운동장역,2;9,8,37.511658,127.07459
종합운동장역,2;9,8,37.511658,127.07459
종합운동장역,3,9,35.191069,129.066771
종합운동장역,2;9,9,37.511092,127.0775
좌천역,1,,35.134336,129.05435
좌천역,동해,,35.311829,129.245131
좌천역,1,1,35.133773,129.053652
좌천역,동해,1,35.31197,129.244822
좌천역,1,2,35.133581,129.053889
좌천역,1,3,35.134169,129.054034
좌천역,1,4,35.133619,129.054133
